Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (USD),Weight,Qty owned,Wanted,Value new (USD),Value used (USD)
2834-1,Duplo,Little Forest Friends,1999,The Meadowsweets,4,41,40,,0,,95.92,63.94
2832-1,Duplo,Little Forest Friends,1999,The Bluebells,2,10,10,,0,,30.48,13.56
2985-1,Duplo,Winnie the Pooh,1999,Tigger's Slippery Slide,2,17,18,,0,,,27.35
2811-1,Duplo,,1999,Fire and Police Station,4,45,50,,0,,,60.89
2982-1,Duplo,Winnie the Pooh,1999,Pooh's Birthday,2,7,8,,0,,22.88,10.87
5203-1,Service Packs,Technic,1999,Technic Alloy Wheels (and Tyres),,4,5,,0,,17.38,
5811-1,Belville,Fairy-Tale,1999,Prince Justin,1,5,7,,0,,17.65,8.5
2808-1,Duplo,,1999,My Own Building Site,1,11,18,,0,,,22.61
2101-1,Primo,,1999,Circus Catapult,1,6,10,,0,,,
2807-1,Duplo,,1999,Big Wheeler,1,5,10,,0,,40.13,7.9
2106-1,Primo,,1999,Scoop 'n' Squirt Fun Pack,2,7,18,,0,,,
2046-1,Primo,,1999,Fishing Fun,,5,15,,0,,,
2108-1,Primo,,1999,Perky Paddler,1,3,9,,0,,,
2030-1,Primo,,1999,Squirting Frog,,1,4,,0,,,
9757-1,Mindstorms,1,1999,Touch Sensor,,2,11,,0,,8,6.99
2071-1,Primo,,1999,My First Plane,1,1,7,,0,,,6
4519-1,Trains,9V,1999,Rail Crossing,,1,9.99,,0,,41.55,27.62
9756-1,Mindstorms,1,1999,Rotation Sensor,,1,15,,0,,16.26,5.98
9916-1,Education,,1999,Capacitor,,1,15,,0,,3.99,0.25
9738-1,Mindstorms,1,1999,RCX Remote Control Unit,,1,19.75,,0,,23,12.2
9758-1,Mindstorms,1,1999,Light Sensor,,1,19.75,,0,,2.94,1.09
9755-1,Mindstorms,1,1999,Temperature Sensor,,1,24,,0,,3.1,13.17
9912-1,Education,,1999,Solar Cell,,1,35,,0,,,18.75
9805-1,Education,,1999,Duplo Play Wall,,4,159.75,,0,,,
9709-1,Mindstorms,1,1999,RCX Programmable LEGO Brick,,1,110,,0,,49.96,9.56
1029-1,Town,Special,1999,Milk Delivery Truck,1,95,,,0,,200,52.95
1054-1,Promotional,Ferries,1999,Stena Line Ferry,,212,,,0,,85.28,66.74
1061-1,Technic,Slizer,1999,Single Disc Pack,,1,,,0,,5.65,1.11
1068-1,Town,Extreme Team,1999,Air Patrol,1,20,,,0,,8.5,3.25
1069-1,Town,Res-Q,1999,Speedboat,1,22,,,0,,13.92,4.5
1076-1,Basic,Seasonal,1999,Advent Calendar,,229,,,0,,138,34.62
1088-1,Town,Extreme Team,1999,Road Burner,,25,,,1,,5.5,3.85
1094-1,Adventurers,Desert,1999,Johnny Thunder,1,13,,,0,,40.63,6.1
1096-1,Town,Extreme Team,1999,Race Buggy,1,23,,,0,,10,6
1098-1,Town,Extreme Team,1999,Hang Glider,1,19,,,0,,,10.25
1106-2,Basic,,1999,"Basic Building Set, 5+",2,411,,,0,,,16.31
1127-1,Seasonal,Christmas,1999,Santa,,39,,,0,,10,4.18
1180-1,Town,Space Port,1999,Space Port Moon Buggy,1,25,,,0,,15,3.9
1181-1,Town,Space Port,1999,Space Jet,1,23,,,0,,13.53,8.3
1182-1,Adventurers,Desert,1999,Adventurers Raft,1,18,,,0,,31.34,9.4
1183-1,Adventurers,Desert,1999,Mummy and Cart,1,17,,,0,,53.49,13.9
1184-1,Castle,Ninja,1999,Cart,1,24,,,0,,26.12,6.35
1186-1,Castle,Ninja,1999,Cart,1,25,,,0,,21.92,10.94
1188-1,Town,Extreme Team,1999,Fire Formula,1,38,,,0,,47.38,
1189-1,Town,Extreme Team,1999,Rocket Boat,1,30,,,0,,47.38,
1190-1,Town,Extreme Team,1999,Retro Buggy,1,45,,,0,,47.38,7.5
1191-1,Town,Extreme Team,1999,Try Bird,1,34,,,0,,23.68,
1257-1,Technic,,1999,Tricycle,,24,,,0,,6.94,5.09
1258-1,Technic,,1999,Buggy,,29,,,0,,23.28,6.74
1259-1,Technic,,1999,Motorbike,,28,,,0,,12.13,2.37
1260-1,Technic,,1999,Car,,26,,,0,,10.72,8
1266-1,Town,Space Port,1999,Space Probe,1,23,,,0,,20,4.66
1274-1,Rock Raiders,Promotional,1999,Light Hover,1,25,,,0,,27.37,14.77
1275-1,Rock Raiders,Promotional,1999,Chainsaw Bulldozer,1,22,,,0,,27.37,14.77
1276-1,Rock Raiders,Promotional,1999,Helicopter Transport,1,22,,,0,,24,14.77
1277-1,Rock Raiders,Promotional,1999,Drill Craft,1,27,,,0,,35,14.77
2031-1,Primo,,1999,Tiny Turtle,1,1,,,0,,25.21,
2032-1,Classic,,1999,{Helicopter},,18,,,0,,2.32,1.14
2039-1,Primo,,1999,Paddleboat,1,1,,,0,,20.5,
2044-1,Primo,,1999,Waterlily Princess and Friend,1,2,,,0,,,
2048-1,Primo,,1999,Water Friends,2,6,,,0,,,26.64
2076-1,Primo,,1999,Cubby House,1,4,,,0,,,23.74
2104-1,Primo,,1999,Wilma Whale,,13,,,0,,,
2109-1,Primo,,1999,{unknown},,14,,,0,,,
2117-1,Primo,,1999,Peek-A-Boo Playmat,,4,,,0,,34.96,
2190-1,Primo,,1999,Storage Frog,,13,,,0,,,
2229-1,Basic,,1999,"Basic Building Set, 3+",,201,,,0,,19.88,9.11
2253-1,Duplo,,1999,Big Tubular Playtime,2,88,,,0,,,
2294-1,Duplo,,1999,Ladybug,,9,,,0,,5.57,4.82
2299-1,Duplo,,1999,Pingo,,11,,,0,,,
2300-1,Duplo,,1999,"Small Bucket, Green",,48,,,0,,,
2466-1,Duplo,,1999,"Medium Bucket, Yellow",,,,,0,,,
2467-1,Duplo,,1999,DUPLO Bucket,1,86,,,0,,,
2588-1,Duplo,,1999,Safari Hippo,,80,,,0,,,
2588-2,Duplo,,1999,Safari Building Set,,78,,,0,,,
2719-1,Basic,,1999,Heli-Monster,,9,,,0,,7.79,1.17
2728-1,Basic,,1999,The Chopper,,11,,,0,,4.54,0.88
2729-1,Basic,,1999,Quattro Leg,,17,,,0,,2.72,1.33
2742-1,Basic,,1999,Loudspeaker,,9,,,0,,4.45,0.42
2743-1,Basic,,1999,Pendulum Nose,,21,,,0,,2.02,1.33
2744-1,Basic,,1999,Propeller Man,,10,,,0,,4.54,0.58
2757-1,Basic,,1999,Bad Monkey,,9,,,0,,3.63,1.42
2759-1,Basic,,1999,Rotor-Head,,14,,,0,,2.94,1.33
2769-1,Town,Special,1999,Aircraft and Boat,2,97,,,0,,41.26,24.94
2828-1,Duplo,Little Forest Friends,1999,Supper Time,2,4,,,0,,15.24,8.86
2829-1,Duplo,Little Forest Friends,1999,Nap Time,2,4,,,0,,30.48,5.32
2858-1,Belville,,1999,Girl with Two Cats,1,5,,,0,,14.24,18.22
2893-1,Duplo,,1999,Boy with ghost,1,2,,,0,,29.22,22.97
2988-1,Duplo,Winnie the Pooh,1999,A Surprise for Eeyore,3,28,,,0,,,
3000-1,Technic,,1999,Tribuggy,,24,,,0,,18.38,
3001-1,Technic,,1999,Propeller Buggy,,29,,,0,,14.11,4.86
3003-1,Technic,,1999,Bike,,28,,,0,,18.38,
3005-1,Technic,,1999,Piston Car,,26,,,0,,36.81,
3024-1,Duplo,,1999,Building Table,,21,,,0,,,
3032-1,Basic,,1999,Special Value Bucket,,600,,,0,,,
3039-1,Adventurers,Desert,1999,Adventurers Plane,1,23,,,0,,15,5.17
3041-1,Basic,,1999,"Basic Building Set, 5+",,464,,,0,,,22.46
3066-1,Town,Space Port,1999,Cosmo Glider,1,19,,,0,,,5
3067-1,Town,Space Port,1999,Test Shuttle X,1,21,,,0,,50.45,5.99
3068-1,Town,Space Port,1999,Radar Buggy,1,25,,,0,,10.84,4.5
3069-1,Town,Space Port,1999,Cosmic Wing,1,23,,,0,,9.74,2.24
3070-1,Space,Insectoids,1999,Mosquito,1,20,,,0,,35,9.99
3071-1,Space,Insectoids,1999,Light Flyer,1,19,,,0,,20.05,9.99
3072-1,Space,Insectoids,1999,Megatax,1,23,,,0,,25.98,14.62
3073-1,Space,Insectoids,1999,Kana Booster,1,21,,,0,,33.25,16.18
3074-1,Castle,Ninja,1999,Red Ninja's Dragon Glider,1,20,,,0,,26.58,12.69
3075-1,Castle,Ninja,1999,Ninja Master's Boat,1,21,,,0,,30.87,21.46
3076-1,Castle,Ninja,1999,White Ninja's Tank,1,23,,,0,,25.46,21.15
3077-1,Castle,Ninja,1999,Ninja Shogun's Mini Base,1,22,,,0,,71.79,17.59
3130-1,Scala,Dolls,1999,Swinging Stroller,1,17,,,0,,27.14,15.39
3132-1,Scala,Dolls,1999,Emma,1,10,,,0,,22.57,8.49
3133-1,Scala,,1999,Andrea in Jogging Suit,1,9,,,0,,,14.86
3135-1,Scala,Dolls,1999,Olivia in Fancy Wear,1,10,,,0,,33.83,
3136-1,Scala,Dolls,1999,Chris,1,8,,,0,,18.73,
3137-1,Scala,Dolls,1999,Casual Wear for Men,,3,,,0,,7.35,
3138-1,Scala,Dolls,1999,Fashion Wear for Ladies,,3,,,0,,3.47,3.2
3139-1,Scala,Dolls,1999,Windbreaker and Jeans,,3,,,0,,13.06,10.91
3140-1,Scala,Dolls,1999,Dancing Circle Dress for Girls,,4,,,0,,4.47,5.54
3141-1,Scala,Dolls,1999,Snuggly Baby Wear,,4,,,0,,3.77,3.54
3142-1,Scala,Dolls,1999,Marie's Room,1,112,,,0,,169.03,55.46
3146-1,Scala,Dolls,1999,Carry and Shopping Accessories,,12,,,0,,5.58,7.01
3233-1,Freestyle,,1999,Freestyle Contraption,1,28,,,0,,14.06,
3234-1,Freestyle,,1999,Contraption Set,1,27,,,0,,7.77,
3505-1,Znap,,1999,Aeroplane,,23,,,0,,11.32,2.77
3506-1,Znap,,1999,Motorbike,,26,,,0,,,5.89
3520-1,Znap,,1999,Forklift,,39,,,0,,14.74,
3521-1,Znap,,1999,Racer,,35,,,0,,13.64,8.67
3554-1,Znap,,1999,Helicopter,,79,,,0,,83.78,
3555-1,Znap,,1999,Jeep,,262,,,0,,40.03,
3582-1,Znap,,1999,Super Constructor Set,,258,,,0,,,57.8
3913-2,Gear,Key Chains/Star Wars,1999,Darth Vader,,,,,0,,,
3914-2,Gear,Key Chains/Star Wars,1999,Luke Skywalker,,,,,0,,,
4285-1,Basic,,1999,"Basic Building Set, 5+",1,256,,,0,,20.17,9.57
4560-1,Trains,9V,1999,Railway Express,9,658,,,0,,335.42,152.68
5021-1,Service Packs,Primo,1999,Primo Wagons,,2,,,0,,,
5025-1,Service Packs,Duplo,1999,Duplo Tubes with Balls,,7,,,0,,,
5317-1,Service Packs,Western,1999,Wild West Accessories,,39,,,0,,20,
5399-1,Service Packs,Belville,1999,Belville Accessories,,25,,,0,,17.76,
5413-1,Service Packs,Scala,1999,LEGO Scala Service,,21,,,0,,14.75,
5414-1,Service Packs,Scala,1999,LEGO Scala Crazy Cooking,,24,,,0,,25,
5703-1,Gear,Video Games/Nintendo 64,1999,LEGO Racers,,,20,,0,,,
5704-1,Gear,Video Games/PC,1999,LEGO Racers,,,20,,1,,,
5705-1,Gear,Video Games/PS,1999,LEGO Racers,,,20,,0,,,
5706-1,Gear,Video Games/PC,1999,LEGOLAND,,,25,,1,,,
5707-1,Gear,Video Games/PC,1999,LEGO Friends,,,10,,0,,,
5708-1,Gear,Video Games/PC,1999,LEGO Rock Raiders,,,20,,1,,,
5709-1,Gear,Video Games/PS,1999,LEGO Rock Raiders,,,30,,0,,,
5803-1,Belville,Fairy-Tale,1999,Iris,1,6,,,0,,28.06,10
5905-1,Adventurers,Jungle,1999,Hidden Treasure,1,33,,,0,,31.07,12.47
5906-1,Adventurers,Jungle,1999,Ruler of the Jungle,1,24,,,0,,55.84,27.3
6436-1,Town,Racing,1999,Go-Kart,1,22,,,0,,10.22,5.32
6446-1,Town,City,1999,Crane Truck,1,26,,,0,,18.04,5.65
6447-1,Town,City,1999,Dumper,2,49,,,0,,13.76,4.47
6460-1,Town,Space Port,1999,{unknown},,16,,,0,,,
6461-1,Town,Space Port,1999,Surveillance Chopper,1,30,,,0,,11.75,3.17
6465-1,Town,Space Port,1999,Space Port Jet,1,66,,,1,,32.31,6.02
6942-1,Space,Insectoids,1999,Zo Weevil,1,20,,,0,,21.26,9.09
6943-1,Space,Insectoids,1999,Speed Sled,1,20,,,0,,29,10
8450-1,Technic,Competition,1999,The Mission,,643,,,0,,123.71,58.52
9533-1,Education,Duplo,1999,Numbers Set,,168,,,0,,,35
4127417-1,Assorted,Bonus/Value Pack,1999,Super Value Pack,,,,,0,,,
BAUMIT-1,Promotional,Miscellaneous,1999,BAU MIT!,,1,,,0,,12.2,
ISBN9780751362022-1,Books,Dorling Kindersley,1999,LEGO Modellers: Animals,,,,,0,,,
ISBN9780751362039-1,Books,Dorling Kindersley,1999,LEGO Modellers: Fabulous Figures,,,,,0,,,
ISBN9780789446916-1,Books,Dorling Kindersley,1999,The Ultimate LEGO Book,,1,,,1,,,
MM26JAN1999-1,Books,Mania Magazine,1999,Mania Magazine January - February 1999,,,,,0,,,
MM27MAR1999-1,Books,Mania Magazine,1999,Mania Magazine March - April 1999,,,,,0,,,
MM28MAY1999-1,Books,Mania Magazine,1999,Mania Magazine May - June 1999,,,,,0,,,
MM29JUL1999-1,Books,Mania Magazine,1999,Mania Magazine July - August 1999,,,,,0,,,
MM30SEP1999-1,Books,Mania Magazine,1999,Mania Magazine September - October 1999,,,,,0,,,
MM31NOV1999-1,Books,Mania Magazine,1999,Mania Magazine November - December 1999,,,,,0,,,
3443-1,Basic,Mosaic,2000,LEGO Mosaic,,2427,30,,0,,,
5220-1,Technic,,2000,Vehicle Styling Pack,,221,12,,0,,123.7,
3725-1,Bulk Bricks,,2000,1x2 Light Grey Bricks,,100,6,,0,,21.16,
3726-1,Bulk Bricks,,2000,1x2 Dark Grey Bricks,,100,6,,0,,0.5,
3727-1,Bulk Bricks,,2000,1x2 Tan Bricks,,100,6,,0,,6.54,
3450-1,Creator Expert,Sculptures,2000,Statue of Liberty,,2882,199,,0,,200,811.38
3453-1,Bulk Bricks,,2000,2x2 Black Bricks,,100,7,,0,,,3
3454-1,Bulk Bricks,,2000,2x2 Light Grey Bricks,,100,7,,0,,14.58,
3455-1,Bulk Bricks,,2000,2x2 White Bricks,,100,7,,0,,,3
3456-1,Bulk Bricks,,2000,2x2 Dark Green Bricks,,100,7,,0,,,3
3457-1,Bulk Bricks,,2000,2x2 Red Bricks,,100,7,,0,,0.1,3
3492-1,Bulk Bricks,,2000,2x2 Black Smooth Tiles,,100,7,,0,,12.5,
3493-1,Bulk Bricks,,2000,2x2 White Smooth Tiles,,100,7,,0,,11.5,
3494-1,Bulk Bricks,,2000,2x2 Red Smooth Tiles,,100,7,,0,,11.5,
5904-1,Adventurers,Dino Island,2000,Microcopter,1,28,2,,0,,16.99,4.84
3495-1,Bulk Bricks,,2000,2x2 Roof Tiles Steep Sloped Black,,100,8,,0,,12.76,
3496-1,Bulk Bricks,,2000,2x2 Roof Tiles Steep Sloped Red,,100,8,,0,,9.19,
3723-1,Creator Expert,Sculptures,2000,LEGO Mini-Figure,,1850,149,,0,,1166.9,392.5
4807-1,Castle,Knights' Kingdom I,2000,Fire Attack,1,24,1.95,,0,,14.47,8.78
8001-1,Star Wars,Technic,2000,Battle Droid,,363,30,,0,,103.33,71.56
2250-1,Basic,Seasonal,2000,Advent Calendar,,240,20,,0,,30.18,16.7
7159-1,Star Wars,Episode I,2000,Star Wars Podracing Bucket,3,292,25,,0,,150,55.87
5903-1,Adventurers,Dino Island,2000,Johnny Thunder and Baby T,1,23,2,,0,,19.71,7.17
7180-1,Star Wars,Episode VI,2000,B-wing at Rebel Control Center,3,338,30,,0,,115,47.81
8238-1,Technic,Speed Slammers,2000,Dueling Dragsters,,202,18,,0,,32.72,17.85
8002-1,Star Wars,Technic,2000,Destroyer Droid,,558,50,,0,,265,102.87
8000-1,Star Wars,Technic,2000,Pit Droid,,223,20,,0,,40.39,20.15
3485-1,Bulk Bricks,,2000,2x4 Red Plates,,100,8.99,,0,,,
3483-1,Bulk Bricks,,2000,2x4 Black Plates,,100,9,,0,,,
3484-1,Bulk Bricks,,2000,2x4 White Plates,,100,9,,0,,8.95,
3439-1,Town,Special,2000,Spy Runner,2,107,10,,0,,13.79,7.51
8237-1,Technic,Speed Slammers,2000,Formula Force,,107,10,,0,,17,4.53
7124-1,Star Wars,Episode I,2000,Flash Speeder,1,106,10,,1,,45.64,17.43
6577-1,Town,Arctic,2000,Snow Scooter,1,21,2,,1,,10.84,4.76
5935-1,Adventurers,Dino Island,2000,Island Hopper,1,205,20,,0,Yes,52.9,26.37
3486-1,Bulk Bricks,,2000,1x6 Black Plates,,50,5,,0,,6.83,
3487-1,Bulk Bricks,,2000,1x6 White Plates,,50,5,,0,,,
3488-1,Bulk Bricks,,2000,1x6 Red Plates,,50,5,,0,,5.75,
4816-1,Castle,Knights' Kingdom I,2000,Knights' Catapult,2,50,5,,0,,47.24,17.24
6619-1,Town,Race,2000,Red Four Wheel Driver,1,20,2,,0,,12.99,3.6
6626-2,Town,Arctic,2000,Snow Scooter,1,20,2,,0,,11.12,7.17
4819-1,Castle,Knights' Kingdom I,2000,Bulls' Attack Wagon,2,49,5,,0,,43.03,20.15
8457-1,Technic,,2000,Power Puller,1,979,100,,0,,429.99,150.96
6713-1,Town,Race,2000,Grip 'n' Go Challenge,3,291,30,,0,,36.75,15.25
5921-1,Adventurers,Dino Island,2000,Research Glider,1,57,6,,0,,17,9.11
6519-1,Town,Race,2000,Turbo Tiger,1,47,5,,0,,19.02,3.6
7184-1,Star Wars,Episode I,2000,Trade Federation MTT,7,470,50,,0,Yes,182.22,95.16
4806-1,Castle,Knights' Kingdom I,2000,Axe Cart,1,28,3,,0,,30.06,9.52
6032-1,Castle,Knights' Kingdom I,2000,Catapult Crusher,1,56,6,,0,,21.57,13.38
7104-1,Star Wars,Episode VI,2000,Desert Skiff,2,55,6,,1,,56.02,17.96
1263-1,Seasonal,Easter,2000,Easter Bunny,,27,3,,0,,6.99,3.39
8236-1,Technic,Speed Slammers,2000,Bike Burner,,60,6.75,,0,,15.1,5.09
3731-1,Bulk Bricks,Seasonal,2000,Pumpkin Pack,,87,9.99,,0,,24.45,8
7191-1,Star Wars,Ultimate Collector Series,2000,X-wing Fighter,1,1300,150,,0,Yes,1155.83,328.13
6579-1,Town,Arctic,2000,Ice Surfer,1,43,5,,1,,19.99,7.17
8458-1,Technic,,2000,Silver Champion,,1431,170,,0,,599,228.69
3470-1,Bulk Bricks,,2000,1x4 White Bricks,,50,5.99,,0,,10,1.5
3468-1,Bulk Bricks,,2000,1x4 Black Bricks,,50,6,,0,,5.88,
3469-1,Bulk Bricks,,2000,1x4 Light Grey Bricks,,50,6,,0,,9.25,
3471-1,Bulk Bricks,,2000,1x4 Dark Green Bricks,,50,6,,0,,5.75,
3472-1,Bulk Bricks,,2000,1x4 Red Bricks,,50,6,,0,,5,2
7134-1,Star Wars,Episode VI,2000,A-wing Fighter,2,125,15,,0,,60,19.91
7144-1,Star Wars,Episode V,2000,Slave I,2,166,20,,0,Yes,146.29,75.06
5824-1,Belville,Fairy-Tale,2000,The Good Fairy's House,1,66,8,,0,,50,25
3159-1,Scala,Dolls,2000,Celebration,,41,5,,0,,17.71,
6573-1,Town,Arctic,2000,Arctic Expedition,2,121,15,,1,,42.46,10.79
5222-1,Technic,,2000,Vehicle Chassis Pack,,137,17,,0,,74.22,51
6470-1,Town,City,2000,Mini Dump Truck,1,24,2.99,,0,,10.83,3.54
7155-1,Star Wars,Episode I,2000,Trade Federation AAT,2,158,20,,0,Yes,126.09,63.14
6569-1,Town,Bonus/Value Pack,2000,Polar Explorer,,78,10,,0,,40.17,12
6602-2,Town,Race,2000,Scorpion Buggy,1,78,10,,0,,17.35,7.53
5987-1,Adventurers,Dino Island,2000,Dino Research Compound,6,617,80,,0,Yes,237.35,89.83
7115-1,Star Wars,Episode I,2000,Gungan Patrol,2,77,10,,0,,67.78,34.3
8513-1,Technic,Robo Riders,2000,Dust,,46,6,,0,,22.9,5.57
6617-1,Town,Race,2000,Tough Truck Rally,4,383,50,,0,,51.57,19.87
4817-1,Castle,Knights' Kingdom I,2000,Dungeon,2,38,5,,0,,48.88,28.38
4801-1,Castle,Knights' Kingdom I,2000,Defence Archer,1,15,2,,0,,16.91,8.53
4811-1,Castle,Knights' Kingdom I,2000,Defense Archer,1,15,2,,0,,11.88,7.91
8509-1,Technic,Robo Riders,2000,Swamp,,45,6,,0,,29.01,7.96
3408-1,Sports,Football,2000,Super Sports Coverage,5,222,30,,0,,74.91,25.43
6575-1,Town,Arctic,2000,Polar Base,6,441,60,,1,,213.54,70.38
6616-1,Town,Race,2000,Rocket Dragster,1,147,20,,0,,26.5,20
5911-1,Adventurers,Dino Island,2000,Johnny Thunder's Plane,1,22,3,,0,,18.89,5.02
8511-1,Technic,Robo Riders,2000,Frost,,44,6,,0,,44.16,7.46
8521-1,Technic,Slizer,2000,Flare,,44,6,,0,,17,10.44
6520-1,Town,Arctic,2000,Mobile Outpost,2,218,29.99,,1,,75,29.55
3458-1,Bulk Bricks,,2000,2x4 Black Bricks,,50,6.99,,0,,8.29,3
3461-1,Bulk Bricks,,2000,2x4 Dark Green Bricks,,50,6.99,,0,,8.12,3
3462-1,Bulk Bricks,,2000,2x4 Red Bricks,,50,6.99,,0,,19.99,3
3459-1,Bulk Bricks,,2000,2x4 Light Grey Bricks,,50,7,,0,,16.44,
3460-1,Bulk Bricks,,2000,2x4 White Bricks,,50,7,,0,,17.65,3
3473-1,Bulk Bricks,,2000,1x6 Black Bricks,,50,7,,0,,,
3474-1,Bulk Bricks,,2000,1x6 Light Grey Bricks,,50,7,,0,,15.99,
3475-1,Bulk Bricks,,2000,1x6 White Bricks,,50,7,,0,,7.65,
3476-1,Bulk Bricks,,2000,1x6 Dark Green Bricks,,50,7,,0,,6.97,
3477-1,Bulk Bricks,,2000,1x6 Red Bricks,,50,7,,0,,4.26,
3729-1,Bulk Bricks,,2000,2x4 Dark Grey Bricks,,50,7,,0,,12.9,
3730-1,Bulk Bricks,,2000,2x4 Tan Bricks,,50,7,,0,,,
3099-1,Duplo,,2000,Duplo Storage Chest,,142,20,,0,,,22.17
7181-1,Star Wars,Ultimate Collector Series,2000,TIE Interceptor,,703,100,,0,,1122.1,304.6
5913-1,Adventurers,Dino Island,2000,Dr. Kilroy's Car,1,21,3,,0,,17.99,4.69
5914-1,Adventurers,Dino Island,2000,Sam Sanister and Baby T,1,21,3,,0,,17.2,5.91
6423-1,Town,City,2000,Mini Tow Truck,1,35,5,,0,,10.68,3.61
6094-1,Castle,Knights' Kingdom I,2000,Guarded Treasure,2,103,15,,0,,56.1,21.69
6474-1,Town,City,2000,4-Wheeled Front Shovel,1,47,6.99,,1,,11.67,4.95
3406-1,Sports,Football,2000,Americas Team Bus,6,133,20,,0,,38,17.55
3407-1,Sports,Football,2000,Red Team Bus,6,133,20,,0,,76.09,17.04
7190-1,Star Wars,Episode IV,2000,Millennium Falcon,6,663,100,,0,,441,179.41
3405-1,Sports,Football,2000,Blue Team Bus,6,131,20,,0,,65,30.45
3411-1,Sports,Football,2000,Team Transport,6,131,20,,0,,51.67,29.87
5975-1,Adventurers,Dino Island,2000,T-Rex Transport,5,321,50,,0,Yes,215.46,55.55
8279-1,Technic,,2000,4WD X-Track,,449,70,,0,,195.89,35.52
3340-1,Star Wars,Minifig Pack,2000,"Star Wars #1 - Emperor Palpatine, Darth Maul and Darth Vader",3,32,5,,0,,128.4,56.17
8305-1,Technic,Competition,2000,Duel Bikes,2,192,30,,0,,73.5,20.68
3404-1,Sports,Football,2000,Black Team Bus,6,127,20,,0,,75.37,28.91
5912-1,Adventurers,Dino Island,2000,Mike's Swamp Boat,1,19,3,,0,,14.74,4.75
6096-1,Castle,Knights' Kingdom I,2000,Bull's Attack,4,313,50,,0,,150,71.09
3497-1,Bulk Bricks,,2000,2x4 Roof Tiles Steep Sloped Black,,50,8,,0,,14.25,
3498-1,Bulk Bricks,,2000,2x4 Roof Tiles Steep Sloped Red,,50,8,,0,,13.84,6.49
3402-1,Sports,Football,2000,Stand with Lights,2,62,10,,0,,18.63,18.6
5955-1,Adventurers,Dino Island,2000,All Terrain Trapper,3,185,30,,0,,137,44.41
8512-1,Technic,Robo Riders,2000,Onyx,,37,6,,0,,29.64,7.41
3343-1,Star Wars,Minifig Pack,2000,Star Wars #4 - Battle Droid Commander and 2 Battle Droids,3,30,5,,0,,68.22,40.45
5823-1,Belville,Fairy-Tale,2000,The Good Fairy's Bedroom,1,36,6,,0,,13.24,13.21
6471-1,Town,City,2000,4WD Police Patrol,1,30,5,,1,,10,2.79
3409-1,Sports,Football,2000,Championship Challenge,12,294,50,,0,,157.03,48.01
6091-1,Castle,Knights' Kingdom I,2000,King Leo's Castle,8,529,90,,0,,504,233.27
6098-1,Castle,Knights' Kingdom I,2000,King Leo's Castle,8,529,90,,0,,542.97,190.29
5934-1,Adventurers,Dino Island,2000,Dino Explorer,2,88,14.99,,0,,86.42,23.6
8523-1,Technic,Slizer,2000,Blaster,,88,15,,0,,41.62,22.48
8510-1,Technic,Robo Riders,2000,Lava,,35,6,,0,,26.19,9.34
8522-1,Technic,Slizer,2000,Spark,,35,6,,0,,50,9.91
1272-1,Town,Race,2000,Blue Racer,1,23,3.95,,0,,9.5,2.73
9754-1,Mindstorms,Star Wars,2000,Dark Side Developer Kit,,578,100,,0,,150,135.96
6477-1,Town,City,2000,Fire Fighters' Lift Truck,3,114,20,,1,,35,21.87
3152-1,Scala,Dolls,2000,Playroom for the Baby Thomas,1,81,15,,0,,40.06,
3403-1,Sports,Football,2000,Fans' Grandstand with Scoreboard,3,81,15,,0,,26.33,20.56
3413-1,Sports,Football,2000,Goalkeeper,1,27,5,,0,,12.72,2.98
6714-1,Town,Race,2000,Speed Dragster,1,80,15,,0,,16.95,10.97
8514-1,Technic,Robo Riders,2000,Power,,32,6,,0,,14.82,6.99
3057-1,Books,LEGO,2000,Create 'N' Race,,105,20,,0,,29.99,22
5218-1,Technic,,2000,Pneumatic Pack,,147,28,,0,,150,125
3049-1,Duplo,,2000,XL Idea Bucket,1,78,15,,0,,,
6095-1,Castle,Knights' Kingdom I,2000,Royal Joust,3,101,20,,0,,77.52,50.83
3489-1,Bulk Bricks,,2000,2x8 Black Plates,,25,4.99,,0,,10,
B005-1,Bulk Bricks,,2000,"2 x 4 Ridge Roof Tiles, Low Sloped Red",,25,4.99,,0,,,
2477-1,Duplo,,2000,Basic Building Set,,30,6,,0,,,
3444-1,Bulk Bricks,,2000,2x4 Ridge Roof Tiles Steep Sloped Black,,25,5,,0,,15.45,
3445-1,Bulk Bricks,,2000,2x4 Ridge Roof Tiles Steep Sloped Red,,25,5,,0,,7.17,
3490-1,Bulk Bricks,,2000,2x8 White Plates,,25,5,,0,,,
3491-1,Bulk Bricks,,2000,2x8 Red Plates,,25,5,,0,,,
4165-1,Mickey Mouse,,2000,Minnie's Birthday Party,2,82,17,,0,,85.24,55.98
3732-1,Bulk Bricks,Castle,2000,Castle Expander Pack,,24,4.99,,0,,8.84,4.75
3350-1,Town,City,2000,Three Minifig Pack - City #1,3,24,5,,0,,19,12
3412-1,Sports,Football,2000,Point Shooting,1,24,5,,0,,13.68,8.59
3414-1,Sports,Football,2000,Precision Shooting,1,24,5,,0,,14.11,2.32
6478-1,Town,City,2000,Fire Fighters' HQ,4,237,50,,0,,50.79,31.4
5826-1,Belville,Fairy-Tale,2000,The Queen's Room,1,79,17,,0,,84.48,42.36
